address	family	index	addressKind	sourceKinds	labels	readCount	writeCount	charaSeedCount	fileCount	familyOwnerDomain	familyOwnerPath	familyPersistence	familyStatus	mappingAction	sampleEvidence
CUP	CUP		family-declaration	variableSize		0	0	0	1	legacy-adapter	legacy.reservedTrainingBuffers	reserved	reserved	reserved-review	variableSize:original-game/CSV/VariableSize.CSV:None CUP,100
D	D		family-declaration	erbUsage|variableSize		481	523	0	52	script	session.script.numericLocals	temporary	excluded	exclude-script-scratch	variableSize:original-game/CSV/VariableSize.CSV:None D,1000
DA	DA		family-declaration	variableSize		0	0	0	1	script	session.script	temporary	excluded	exclude-script-scratch	variableSize:original-game/CSV/VariableSize.CSV:None DA,100,100
DAY	DAY		family-declaration	erbUsage|variableSize		113	9	0	46	run	run.clock	save	mapped	map-save-state	variableSize:original-game/CSV/VariableSize.CSV:None DAY,1000
DAY:0	DAY	0	fixed-index	erbUsage		2	0	0	2	run	run.clock	save	mapped	map-save-state	erbUsage:original-game/ERB/イベント関係/ENDING.ERB:38 ELSEIF DAY:0 < FLAG:3
DAY:1	DAY	1	fixed-index	erbUsage		110	8	0	24	run	run.clock	save	mapped	map-save-state	erbUsage:original-game/ERB/イベント関係/BLACKGIRL.ERB:359 CFLAG:COUNT:161 = DAY:1
DAY:2	DAY	2	fixed-index	erbUsage		94	9	0	25	run	run.clock	save	mapped	map-save-state	erbUsage:original-game/ERB/イベント関係/BLACKGIRL.ERB:360 CFLAG:COUNT:162 = DAY:2
DAY:3	DAY	3	fixed-index	erbUsage		3	1	0	2	run	run.clock	save	mapped	map-save-state	erbUsage:original-game/ERB/イベント関係/EVENT_NEXTMONTH.ERB:38 ELSEIF DAY:1 == 4 && DAY:2 > 4 && DAY:3 == 0
DAY:4	DAY	4	fixed-index	erbUsage		0	4	0	1	run	run.clock	save	mapped	map-save-state	erbUsage:original-game/ERB/システム関係/SHOP_MAIN.ERB:31 DAY:4 = 0
DB	DB		family-declaration	variableSize		0	0	0	1	script	session.script	temporary	excluded	exclude-script-scratch	variableSize:original-game/CSV/VariableSize.CSV:None DB,100,100
DC	DC		family-declaration	variableSize		0	0	0	1	script	session.script	temporary	excluded	exclude-script-scratch	variableSize:original-game/CSV/VariableSize.CSV:None DC,100,100
DD	DD		family-declaration	variableSize		0	0	0	1	script	session.script	temporary	excluded	exclude-script-scratch	variableSize:original-game/CSV/VariableSize.CSV:None DD,100,100
DE	DE		family-declaration	variableSize		0	0	0	1	script	session.script	temporary	excluded	exclude-script-scratch	variableSize:original-game/CSV/VariableSize.CSV:None DE,100,100
DITEMTYPE	DITEMTYPE		family-declaration	variableSize		0	0	0	1	legacy-adapter	legacy.DITEMTYPE	reserved	reserved	reserved-review	variableSize:original-game/CSV/VariableSize.CSV:None DITEMTYPE,1000,100
DOWN:<dynamic>	DOWN	<dynamic>	dynamic-index	erbUsage	C	7	0	0	1	interaction	session.interaction	session	needsIndexMapping	define-pattern-mapping	erbUsage:original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:2021 IF UP:C > 0 || DOWN:C > 0
DOWN	DOWN		family-declaration	variableSize		0	0	0	1	interaction	session.interaction	session	needsIndexMapping	family-only-review	variableSize:original-game/CSV/VariableSize.CSV:None DOWN,1000
DOWN:0	DOWN	0	fixed-index	erbUsage		1	5	0	1	interaction	session.interaction	session	needsIndexMapping	map-session-state	erbUsage:original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:640 DOWN:0 = (PALAMLV:4 * 32 - 1000)
DOWN:1	DOWN	1	fixed-index	erbUsage		1	5	0	1	interaction	session.interaction	session	needsIndexMapping	map-session-state	erbUsage:original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:679 DOWN:1 = (PALAMLV:4 * 32 - 1000)
DOWN:14	DOWN	14	fixed-index	erbUsage		1	5	0	1	interaction	session.interaction	session	needsIndexMapping	map-session-state	erbUsage:original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:757 DOWN:14 = (PALAMLV:4 * 32 - 1000)
DOWN:2	DOWN	2	fixed-index	erbUsage		1	5	0	1	interaction	session.interaction	session	needsIndexMapping	map-session-state	erbUsage:original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:718 DOWN:2 = (PALAMLV:4 * 32 - 1000)
DOWNBASE	DOWNBASE		family-declaration	variableSize		0	0	0	1	legacy-adapter	legacy.reservedTrainingBuffers	reserved	reserved	reserved-review	variableSize:original-game/CSV/VariableSize.CSV:None DOWNBASE,100
E	E		family-declaration	erbUsage|variableSize		422	638	0	102	script	session.script.numericLocals	temporary	excluded	exclude-script-scratch	variableSize:original-game/CSV/VariableSize.CSV:None E,1000
E:60	E	60	script-scratch	erbUsage		4	4	0	2	script	session.script.numericLocals	temporary	excluded	exclude-script-scratch	erbUsage:original-game/ERB/システム関係/SELL_CHARA.ERB:318 SIF E:60 != 100
EJAC	EJAC		family-declaration	erbUsage|variableSize		303	39	0	37	interaction	session.interaction	session	needsIndexMapping	map-session-state	variableSize:original-game/CSV/VariableSize.CSV:None EJAC,1000
EQUIP	EQUIP		family-declaration	variableSize		0	0	0	1	equipment	equipment.byCharacterId	save	reserved	reserved-review	variableSize:original-game/CSV/VariableSize.CSV:None EQUIP,100
EQUIPNAME	EQUIPNAME		family-declaration	variableSize		0	0	0	1	catalog	catalog.*Definitions	catalog	mapped	definition-only	variableSize:original-game/CSV/VariableSize.CSV:None EQUIPNAME,100
EX	EX		family-declaration	erbUsage|variableSize		4	0	0	2	interaction	session.interaction.resultBuffers.climaxCounters	session	needsIndexMapping	map-session-state	variableSize:original-game/CSV/VariableSize.CSV:None EX,100
EX:0	EX	0	fixed-index	erbUsage		8	3	0	4	interaction	session.interaction.resultBuffers.climaxCounters	session	needsIndexMapping	map-session-state	erbUsage:original-game/ERB/システム関係/CHEAT.ERB:914 EX:0 += 1
EX:1	EX	1	fixed-index	erbUsage		8	3	0	4	interaction	session.interaction.resultBuffers.climaxCounters	session	needsIndexMapping	map-session-state	erbUsage:original-game/ERB/システム関係/CHEAT.ERB:919 EX:1 += 1
EX:10	EX	10	fixed-index	erbUsage		1	1	0	2	interaction	session.interaction.resultBuffers.climaxCounters	session	needsIndexMapping	map-session-state	erbUsage:original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:1029 EX:10 += M
EX:13	EX	13	fixed-index	erbUsage		0	1	0	1	interaction	session.interaction.resultBuffers.climaxCounters	session	needsIndexMapping	map-session-state	erbUsage:original-game/ERB/システム関係/SEIIN.ERB:81 EX:13 += 1
EX:2	EX	2	fixed-index	erbUsage		8	3	0	4	interaction	session.interaction.resultBuffers.climaxCounters	session	needsIndexMapping	map-session-state	erbUsage:original-game/ERB/システム関係/CHEAT.ERB:924 EX:2 += 1
EX:3	EX	3	fixed-index	erbUsage		8	3	0	4	interaction	session.interaction.resultBuffers.climaxCounters	session	needsIndexMapping	map-session-state	erbUsage:original-game/ERB/システム関係/CHEAT.ERB:929 EX:3 += 1
EX:4	EX	4	fixed-index	erbUsage		7	2	0	3	interaction	session.interaction.resultBuffers.climaxCounters	session	needsIndexMapping	map-session-state	erbUsage:original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:928 EX:4 += 1
EX:5	EX	5	fixed-index	erbUsage		7	2	0	3	interaction	session.interaction.resultBuffers.climaxCounters	session	needsIndexMapping	map-session-state	erbUsage:original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:764 EX:5 += 1
EXNAME	EXNAME		family-declaration	variableSize		0	0	0	1	catalog	catalog.*Definitions	catalog	mapped	definition-only	variableSize:original-game/CSV/VariableSize.CSV:None EXNAME,100
EXP:<dynamic>	EXP	<dynamic>	dynamic-index	erbUsage	(LOCAL:3) | A | ARG:LOCAL | ASSI:LOCAL | B:COUNT | C:COUNT | COUNT | COUNT:K | LOCAL | LOCAL:COUNT | TARGET:COUNT | {(LOCAL | {LOCAL	17	13	0	13	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	define-pattern-mapping	erbUsage:original-game/ERB/イベント関係/ADD_ANGEL.ERB:8 EXP:LOCAL = 0
EXP	EXP		family-declaration	erbUsage|variableSize		5	0	0	5	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	variableSize:original-game/CSV/VariableSize.CSV:None EXP,1000
EXP:0	EXP	0	fixed-index	charaSeed|csvDefinition|erbUsage	1 | 10 | 150 | 20 | 200 | 3 | 30 | 40 | 50 | 80 | V경험	360	32	15	88	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:4 0,V경험
EXP:1	EXP	1	fixed-index	charaSeed|csvDefinition|erbUsage	10 | 20 | 30 | A경험	179	34	7	49	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:5 1,A경험
EXP:10	EXP	10	fixed-index	charaSeed|csvDefinition|erbUsage	10 | 12 | 120 | 19 | 20 | 25 | 30 | 5 | 50 | 6 | 80 | 자위경험	10	14	27	40	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:13 10,자위경험
EXP:101	EXP	101	fixed-index	charaSeed|csvDefinition|erbUsage	1 | 10 | 3 | 30 | 32 | 5 | 8 | 남친과의 SEX회수	7	4	8	18	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:73 101,남친과의 SEX회수
EXP:102	EXP	102	fixed-index	charaSeed|csvDefinition|erbUsage	30 | 50 | 코스프레경험	0	2	3	5	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:74 102,코스프레경험
EXP:103	EXP	103	fixed-index	csvDefinition|erbUsage	치한경험	5	6	0	4	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:75 103,치한경험
EXP:104	EXP	104	fixed-index	charaSeed|csvDefinition|erbUsage	10 | 8 | 섹프와의 SEX회수	6	1	2	7	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:76 104,섹프와의 SEX회수
EXP:105	EXP	105	fixed-index	csvDefinition|erbUsage	레이프회수	1	1	0	2	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:77 105,레이프회수
EXP:107	EXP	107	fixed-index	csvDefinition|erbUsage	캐릭터 매각경험(MASTER)	0	1	0	2	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:78 107,캐릭터 매각경험(MASTER)
EXP:108	EXP	108	fixed-index	csvDefinition|erbUsage	직원 네토라레경험	4	1	0	2	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:79 108,직원 네토라레경험
EXP:109	EXP	109	fixed-index	charaSeed|csvDefinition|erbUsage	1 | 2 | 3 | 4 | 6 | 교제인원수	7	5	7	13	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:80 109,교제인원수
EXP:11	EXP	11	fixed-index	csvDefinition|erbUsage	지도자위경험	9	9	0	9	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:14 11,지도자위경험
EXP:110	EXP	110	fixed-index	csvDefinition|erbUsage	RB단 성격개선경험	0	13	0	2	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:81 110,RB단 성격개선경험
EXP:111	EXP	111	fixed-index	csvDefinition|erbUsage	이미지체인지횟수	25	1	0	2	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:82 111,이미지체인지횟수
EXP:112	EXP	112	fixed-index	csvDefinition|erbUsage	비속어 지도횟수	1	1	0	2	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:83 112,비속어 지도횟수
EXP:12	EXP	12	fixed-index	charaSeed|csvDefinition|erbUsage	3 | 30 | 야외노출경험	4	5	2	8	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:15 12,야외노출경험
EXP:120	EXP	120	fixed-index	csvDefinition|erbUsage	미용트레이닝경험	40	26	0	5	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:84 120,미용트레이닝경험
EXP:121	EXP	121	fixed-index	csvDefinition|erbUsage	운동트레이닝경험	40	25	0	4	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:85 121,운동트레이닝경험
EXP:122	EXP	122	fixed-index	charaSeed|csvDefinition|erbUsage	35 | 학업트레이닝경험	40	22	1	4	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:86 122,학업트레이닝경험
EXP:123	EXP	123	fixed-index	csvDefinition|erbUsage	오타쿠트레이닝경험	40	23	0	3	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:87 123,오타쿠트레이닝경험
EXP:124	EXP	124	fixed-index	csvDefinition|erbUsage	스페셜 에스테사용경험	2	1	0	2	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:88 124,스페셜 에스테사용경험
EXP:13	EXP	13	fixed-index	csvDefinition	C개발경험	0	0	0	1	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:16 13,C개발경험
EXP:130	EXP	130	fixed-index	csvDefinition|erbUsage	카논 아르바이트	1	1	0	2	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:91 130,카논 아르바이트
EXP:131	EXP	131	fixed-index	csvDefinition|erbUsage	사오리 아르바이트	1	1	0	2	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:92 131,사오리 아르바이트
EXP:132	EXP	132	fixed-index	csvDefinition|erbUsage	유카코 아르바이트	1	1	0	2	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:93 132,유카코 아르바이트
EXP:133	EXP	133	fixed-index	csvDefinition|erbUsage	하루노 아르바이트	1	1	0	2	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:94 133,하루노 아르바이트
EXP:134	EXP	134	fixed-index	csvDefinition|erbUsage	엘레나 아르바이트	1	1	0	2	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:95 134,엘레나 아르바이트
EXP:135	EXP	135	fixed-index	csvDefinition|erbUsage	아이샤 아르바이트	1	1	0	2	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:96 135,아이샤 아르바이트
EXP:136	EXP	136	fixed-index	csvDefinition|erbUsage	오토하 아르바이트	1	1	0	2	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:97 136,오토하 아르바이트
EXP:137	EXP	137	fixed-index	csvDefinition|erbUsage	마리 아르바이트	1	1	0	2	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:98 137,마리 아르바이트
EXP:14	EXP	14	fixed-index	csvDefinition|erbUsage	B개발경험	2	8	0	10	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:17 14,B개발경험
EXP:15	EXP	15	fixed-index	csvDefinition	V개발경험	0	0	0	1	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:18 15,V개발경험
EXP:16	EXP	16	fixed-index	csvDefinition	A개발경험	0	0	0	1	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:19 16,A개발경험
EXP:2	EXP	2	fixed-index	charaSeed|csvDefinition|erbUsage	1 | 10 | 12 | 140 | 15 | 18 | 2 | 20 | 3 | 4 | 40 | 5 | 50 | 6 | 60 | 7 | 8 | 90 | 절정경험	23	22	30	49	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:6 2,절정경험
EXP:20	EXP	20	fixed-index	charaSeed|csvDefinition|erbUsage	20 | 300 | 500 | 56 | 68 | 80 | 정액경험	14	78	6	53	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:21 20,정액경험
EXP:21	EXP	21	fixed-index	charaSeed|csvDefinition|erbUsage	10 | 30 | 5 | 봉사쾌락경험	6	4	3	10	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:22 21,봉사쾌락경험
EXP:22	EXP	22	fixed-index	charaSeed|csvDefinition|erbUsage	12 | 15 | 200 | 30 | 300 | 36 | 40 | 60 | 펠라경험	6	25	9	35	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:23 22,펠라경험
EXP:224	EXP	224	fixed-index	erbUsage		0	1	0	1	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	erbUsage:original-game/ERB/システム関係/CALC_EXABL.ERB:109 EXP:COUNT:224 += 1
EXP:23	EXP	23	fixed-index	charaSeed|csvDefinition|erbUsage	200 | 애정경험	26	52	1	49	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:24 23,애정경험
EXP:3	EXP	3	fixed-index	charaSeed|csvDefinition|erbUsage	5 | 사정경험	19	69	1	43	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:7 3,사정경험
EXP:30	EXP	30	fixed-index	csvDefinition|erbUsage	피학쾌락경험	7	10	0	10	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:26 30,피학쾌락경험
EXP:31	EXP	31	fixed-index	csvDefinition|erbUsage	방뇨경험	14	9	0	7	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:27 31,방뇨경험
EXP:32	EXP	32	fixed-index	charaSeed|csvDefinition|erbUsage	20 | 3 | 5 | A쾌락경험	3	2	3	7	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:28 32,A쾌락경험
EXP:33	EXP	33	fixed-index	charaSeed|csvDefinition|erbUsage	150 | 20 | 가학쾌락경험	14	11	2	13	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:29 33,가학쾌락경험
EXP:34	EXP	34	fixed-index	csvDefinition	C경험	0	0	0	1	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:30 34,C경험
EXP:35	EXP	35	fixed-index	csvDefinition	B경험	0	0	0	1	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:31 35,B경험
EXP:4	EXP	4	fixed-index	csvDefinition	삽입경험	0	0	0	1	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:8 4,삽입경험
EXP:40	EXP	40	fixed-index	charaSeed|csvDefinition|erbUsage	100 | 120 | 150 | 20 | 30 | 레즈경험	15	113	8	107	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:33 40,레즈경험
EXP:41	EXP	41	fixed-index	csvDefinition|erbUsage	BL경험	10	83	0	78	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:34 41,BL경험
EXP:5	EXP	5	fixed-index	charaSeed|csvDefinition|erbUsage	1 | 10 | 20 | 200 | 3 | 30 | 40 | 45 | 70 | 성교경험	18	28	14	36	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:9 5,성교경험
EXP:50	EXP	50	fixed-index	charaSeed|csvDefinition|erbUsage	1 | 10 | 110 | 2 | 3 | 30 | 330 | 5 | 666 | 이상경험	46	73	18	82	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:36 50,이상경험
EXP:51	EXP	51	fixed-index	csvDefinition|erbUsage	긴박경험	14	8	0	6	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:37 51,긴박경험
EXP:52	EXP	52	fixed-index	charaSeed|csvDefinition|erbUsage	1 | V확장경험	9	5	1	8	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:38 52,V확장경험
EXP:53	EXP	53	fixed-index	csvDefinition|erbUsage	A확장경험	9	3	0	6	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:39 53,A확장경험
EXP:54	EXP	54	fixed-index	charaSeed|csvDefinition|erbUsage	30 | 분유경험	23	4	1	8	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:40 54,분유경험
EXP:55	EXP	55	fixed-index	csvDefinition|erbUsage	촉수경험	21	3	0	7	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:41 55,촉수경험
EXP:56	EXP	56	fixed-index	csvDefinition|erbUsage	수간경험	14	6	0	8	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:42 56,수간경험
EXP:57	EXP	57	fixed-index	charaSeed|csvDefinition|erbUsage	3 | 약물경험	13	9	1	9	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:43 57,약물경험
EXP:58	EXP	58	fixed-index	csvDefinition|erbUsage	유간경험	0	1	0	2	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:44 58,유간경험
EXP:59	EXP	59	fixed-index	csvDefinition|erbUsage	산란경험	0	1	0	2	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:45 59,산란경험
EXP:60	EXP	60	fixed-index	charaSeed|csvDefinition|erbUsage	1 | 출산경험	9	2	4	10	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:46 60,출산경험
EXP:61	EXP	61	fixed-index	charaSeed|csvDefinition|erbUsage	120 | 15 | 20 | 30 | 40 | 50 | 500 | 80 | 요리경험	14	3	13	18	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:50 61,요리경험
EXP:65	EXP	65	fixed-index	csvDefinition|erbUsage	지도실신경험	0	3	0	2	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:48 65,지도실신경험
EXP:70	EXP	70	fixed-index	charaSeed|csvDefinition|erbUsage	10 | 15 | 20 | 200 | 30 | 50 | 60 | 75 | 80 | 피사경험	3	7	15	24	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:51 70,피사경험
EXP:71	EXP	71	fixed-index	charaSeed|csvDefinition|erbUsage	10 | 100 | 1000 | 120 | 15 | 150 | 20 | 30 | 50 | 500 | 60 | 가창경험	9	6	23	31	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:52 71,가창경험
EXP:72	EXP	72	fixed-index	charaSeed|csvDefinition|erbUsage	10 | 120 | 150 | 20 | 30 | 300 | 50 | 60 | 무용경험	3	5	21	29	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:53 72,무용경험
EXP:73	EXP	73	fixed-index	charaSeed|csvDefinition|erbUsage	10 | 100 | 20 | 200 | 40 | 80 | 대화경험	3	4	9	15	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:54 73,대화경험
EXP:74	EXP	74	fixed-index	csvDefinition|erbUsage	매춘경험	20	0	0	4	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:55 74,매춘경험
EXP:75	EXP	75	fixed-index	csvDefinition|erbUsage	영업애정경험	1	0	0	2	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:56 75,영업애정경험
EXP:76	EXP	76	fixed-index	charaSeed|csvDefinition|erbUsage	6 | AV출연경험	22	4	1	12	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:57 76,AV출연경험
EXP:77	EXP	77	fixed-index	csvDefinition	아르바이트경험	0	0	0	1	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:58 77,아르바이트경험
EXP:78	EXP	78	fixed-index	charaSeed|csvDefinition	30 | 접객경험	0	0	1	2	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:59 78,접객경험
EXP:79	EXP	79	fixed-index	csvDefinition	모델경험	0	0	0	1	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:60 79,모델경험
EXP:8	EXP	8	fixed-index	charaSeed|csvDefinition|erbUsage	30 | 정음절정경험	1	1	1	3	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:10 8,정음절정경험
EXP:80	EXP	80	fixed-index	charaSeed|csvDefinition|erbUsage	5 | 지명경험	1	1	1	4	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:61 80,지명경험
EXP:81	EXP	81	fixed-index	csvDefinition	애프터경험	0	0	0	1	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:62 81,애프터경험
EXP:82	EXP	82	fixed-index	csvDefinition	성우경험	0	0	0	1	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:63 82,성우경험
EXP:83	EXP	83	fixed-index	charaSeed|csvDefinition	10 | 작화경험	0	0	1	2	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:64 83,작화경험
EXP:84	EXP	84	fixed-index	charaSeed|csvDefinition	200 | 30 | 치료효과경험	0	0	2	3	legacy-adapter	legacy.characterAttributes	save	needsIndexMapping	map-save-state	csvDefinition:original-game/CSV/exp.csv:65 84,치료효과경험
