candidate	family	domains	accessKeyCount	totalCount	readCount	writeCount	fileCount	sampleAccessKeys	sampleFiles
CFLAG:2	CFLAG	people|body|feature-state|world|missingMapping	3	69	58	11	12	CFLAG:2, CFLAG:ASSI:2, CFLAG:COUNT:2	original-game/ERB/イベント関係/EVENT_ADDICT.ERB:272 | original-game/ERB/イベント関係/EVENT_ADDICT.ERB:303 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:18
TALENT:1	TALENT	people|body|missingMapping	12	69	37	32	25	TALENT:(GETCHARA(104)):1, TALENT:(LOCAL:1):1, TALENT:(LOCAL:4):1, TALENT:1, TALENT:ASSI:1, TALENT:C:1, TALENT:COUNT:1, TALENT:D:1	original-game/ERB/ミッション関係/キャラ/MISSION_17_KURSTINA.ERB:210 | original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB:138 | original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB:161
JUEL:100	JUEL	body|people	5	68	47	21	13	JUEL:100, JUEL:C:100, JUEL:COUNT:100, JUEL:RESULT:100, JUEL:TARGET:100	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:35 | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:41 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:87
TALENT:184	TALENT	people|body|missingMapping	9	68	56	12	26	TALENT:(LOCAL:4):184, TALENT:184, TALENT:ASSI:184, TALENT:C:184, TALENT:COUNT:184, TALENT:C_NUM:184, TALENT:LOCAL:184, TALENT:RESULT:184	original-game/ERB/システム関係/面接/INTERVIEW.ERB:1213 | original-game/ERB/イベント関係/ADD_ANGEL.ERB:105 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:34
EXPLV:1	EXPLV	catalog	1	67	67	0	10	EXPLV:1	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:719 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:769 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:887
FLAG:560	FLAG	world|missingMapping	1	67	65	2	2	FLAG:560	original-game/ERB/システム関係/INFORMATION_MASTER.ERB:35 | original-game/ERB/システム関係/ビデオ周り/SET_VIDEOSALE.ERB:7 | original-game/ERB/システム関係/ビデオ周り/SET_VIDEOSALE.ERB:13
TALENT:33	TALENT	people|body|missingMapping	4	67	64	3	16	TALENT:33, TALENT:COUNT:33, TALENT:LOCAL:33, TALENT:PLAYER:33	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:699 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:851 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:993
EXP:120	EXP	people|body|missingMapping	2	66	40	26	4	EXP:120, EXP:COUNT:120	original-game/ERB/イベント関係/職業素質系/MODEL_EVENT.ERB:82 | original-game/ERB/システム関係/INFO.ERB:1157 | original-game/ERB/システム関係/INFO.ERB:1158
FLAG:48	FLAG	world|missingMapping	1	66	64	2	3	FLAG:48	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:174 | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:177 | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:180
ABL:52	ABL	people	3	65	55	10	4	ABL:52, ABL:COUNT:52, ABL:LOCAL:52	original-game/ERB/システム関係/INFO.ERB:1199 | original-game/ERB/システム関係/INFO.ERB:1201 | original-game/ERB/システム関係/INFO.ERB:1203
CFLAG:1	CFLAG	people|body|feature-state|world|missingMapping	5	65	61	4	17	CFLAG:1, CFLAG:CNUM:1, CFLAG:COUNT:1, CFLAG:LOCAL:1, CFLAG:RESULT:1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:18 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:25 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:28
EXP:121	EXP	people|body|missingMapping	2	65	40	25	3	EXP:121, EXP:COUNT:121	original-game/ERB/システム関係/INFO.ERB:1178 | original-game/ERB/システム関係/INFO.ERB:1179 | original-game/ERB/システム関係/INFO.ERB:1180
STAIN:1	STAIN	body	4	65	26	39	19	STAIN:1, STAIN:ASSI:1, STAIN:MASTER:1, STAIN:PLAYER:1	original-game/ERB/指導関係/COMF0.ERB:129 | original-game/ERB/指導関係/COMF0.ERB:130 | original-game/ERB/指導関係/COMF125.ERB:1091
TALENT:99	TALENT	people|body|missingMapping	6	65	61	4	13	TALENT:(LOCAL:4):99, TALENT:99, TALENT:COUNT:99, TALENT:MASTER:99, TALENT:PLAYER:99, TALENT:Y:99	original-game/ERB/システム関係/面接/INTERVIEW.ERB:1966 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:1145 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:1336
TFLAG:401	TFLAG	feature-session|interaction|missingMapping	1	65	64	1	1	TFLAG:401	original-game/ERB/システム関係/面接/INTERVIEW.ERB:37 | original-game/ERB/システム関係/面接/INTERVIEW.ERB:54 | original-game/ERB/システム関係/面接/INTERVIEW.ERB:102
TALENT:11	TALENT	people|body|missingMapping	4	64	54	10	16	TALENT:11, TALENT:COUNT:11, TALENT:RESULT:11, TALENT:T:11	original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:78 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:425 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:561
TEQUIP:53	TEQUIP	feature-session|interaction|equipment|missingMapping	1	64	61	3	10	TEQUIP:53	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:1158 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:150 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:299
TFLAG:180	TFLAG	feature-session|interaction|missingMapping	1	64	39	25	4	TFLAG:180	original-game/ERB/システム関係/ビデオ周り/SPECIAL_TITLE.ERB:36 | original-game/ERB/システム関係/ビデオ周り/SPECIAL_TITLE.ERB:38 | original-game/ERB/システム関係/ビデオ周り/SPECIAL_TITLE.ERB:40
EXP:123	EXP	people|body|missingMapping	2	63	40	23	2	EXP:123, EXP:COUNT:123	original-game/ERB/システム関係/INFO.ERB:1220 | original-game/ERB/システム関係/INFO.ERB:1221 | original-game/ERB/システム関係/INFO.ERB:1222
TALENT:70	TALENT	people|body|missingMapping	6	63	60	3	16	TALENT:70, TALENT:ASSI:70, TALENT:COUNT:70, TALENT:RESULT:70, TALENT:f_actor:70, TALENT:s_actor:70	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:234 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:343 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:497
TEQUIP:54	TEQUIP	feature-session|interaction|equipment|missingMapping	1	63	58	5	10	TEQUIP:54	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:1694 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:1715 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:1718
EXP:122	EXP	people|body|missingMapping	2	62	40	22	2	EXP:122, EXP:COUNT:122	original-game/ERB/システム関係/INFO.ERB:1199 | original-game/ERB/システム関係/INFO.ERB:1200 | original-game/ERB/システム関係/INFO.ERB:1201
FLAG:6	FLAG	world|missingMapping	1	62	58	4	10	FLAG:6	original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:34 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:16 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:13
PALAMLV:5	PALAMLV	catalog	1	62	62	0	10	PALAMLV:5	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:563 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:676 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:737
TEQUIP:58	TEQUIP	feature-session|interaction|equipment|missingMapping	1	62	60	2	10	TEQUIP:58	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:1797 | original-game/ERB/システム関係/INFO.ERB:984 | original-game/ERB/システム関係/PASSOUT.ERB:198
TFLAG:29	TFLAG	feature-session|interaction|missingMapping	1	62	60	2	3	TFLAG:29	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:105 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:261 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:375
TALENT:330	TALENT	people|body|missingMapping	3	61	36	25	19	TALENT:330, TALENT:LOCAL:330, TALENT:RESULT:330	original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:694 | original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:695 | original-game/ERB/クリアボーナス関係/CLEARBONUS_CHARA.ERB:84
TALENT:88	TALENT	people|body|missingMapping	9	61	57	4	16	TALENT:88, TALENT:ASSI:88, TALENT:COUNT:88, TALENT:LOCAL:88, TALENT:RESULT:88, TALENT:TARGET:88, TALENT:X:88, TALENT:f_actor:88	original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:109 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:3071 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:547
ABL:39	ABL	people	1	60	58	2	9	ABL:39	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:255 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:900 | original-game/ERB/システム関係/SELL_CHARA.ERB:294
FLAG:50	FLAG	world|missingMapping	1	60	49	11	7	FLAG:50	original-game/ERB/イベント関係/EVENT_WORK_MESSAGE_SP.ERB:181 | original-game/ERB/娼館関係/WORK_S_CONCERT.ERB:10 | original-game/ERB/娼館関係/WORK_S_CONCERT.ERB:29
TALENT:199	TALENT	people|body|missingMapping	3	60	59	1	6	TALENT:199, TALENT:COUNT:199, TALENT:RESULT:199	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:33 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:18 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:75
ABL:23	ABL	people	1	59	51	8	8	ABL:23	original-game/ERB/システム関係/SELL_CHARA.ERB:32 | original-game/ERB/システム関係/SELL_CHARA.ERB:317 | original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB:542
ABLNAME:11	ABLNAME	catalog	1	59	59	0	10	ABLNAME:11	original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB:449 | original-game/ERB/システム関係/SELL_CHARA.ERB:276 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:1006
CFLAG:616	CFLAG	people|body|feature-state|world|missingMapping	5	59	37	22	10	CFLAG:616, CFLAG:C_NUM:616, CFLAG:LOCAL:616, CFLAG:PLAYER:616, CFLAG:T:616	original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB:576 | original-game/ERB/システム関係/PROF.ERB:115 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:578
FLAG:5	FLAG	world|missingMapping	1	59	48	11	10	FLAG:5	original-game/ERB/イベント関係/ENDING.ERB:28 | original-game/ERB/イベント関係/ENDING.ERB:175 | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:223
FLAG:53	FLAG	world|missingMapping	1	59	47	12	4	FLAG:53	original-game/ERB/イベント関係/EVENT_WORK_MESSAGE_SP.ERB:20 | original-game/ERB/イベント関係/EVENT_WORK_MESSAGE_SP.ERB:26 | original-game/ERB/イベント関係/EVENT_WORK_MESSAGE_SP.ERB:54
STAIN:4	STAIN	body	4	59	34	25	21	STAIN:4, STAIN:ASSI:4, STAIN:MASTER:4, STAIN:PLAYER:4	original-game/ERB/指導関係/COMF125.ERB:1103 | original-game/ERB/指導関係/COMF13.ERB:196 | original-game/ERB/指導関係/COMF13.ERB:197
TALENT:20	TALENT	people|body|missingMapping	3	59	52	7	12	TALENT:20, TALENT:COUNT:20, TALENT:PLAYER:20	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:705 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:859 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:999
TALENTNAME:71	TALENTNAME	catalog	1	59	59	0	10	TALENTNAME:71	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:389 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:389 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:477
TALENT:32	TALENT	people|body|missingMapping	2	58	52	6	13	TALENT:32, TALENT:COUNT:32	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:707 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:861 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:1001
TALENT:82	TALENT	people|body|missingMapping	4	58	51	7	16	TALENT:82, TALENT:COUNT:82, TALENT:C_NUM:82, TALENT:LOCAL:82	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:115 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:118 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:205
TFLAG:200	TFLAG	feature-session|interaction|missingMapping	1	58	8	50	10	TFLAG:200	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:919 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:920 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:938
JUEL:7	JUEL	body|people	6	57	19	38	20	JUEL:7, JUEL:ARG:7, JUEL:COUNT:7, JUEL:TARGET:7, JUEL:f_actor:7, JUEL:s_actor:7	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:543 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:549 | original-game/ERB/能力上昇関係/ABL_AUTO.ERB:285
TALENT:154	TALENT	people|body|missingMapping	9	57	49	8	20	TALENT:154, TALENT:C:154, TALENT:CNUM:154, TALENT:COUNT:154, TALENT:C_NUM:154, TALENT:D:154, TALENT:LOCAL:154, TALENT:RESULT:154	original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB:244 | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB:120 | original-game/ERB/システム関係/SHOP_MAIN.ERB:564
TALENT:34	TALENT	people|body|missingMapping	2	57	50	7	13	TALENT:34, TALENT:COUNT:34	original-game/ERB/イベント関係/EVENT_ADDICT.ERB:201 | original-game/ERB/イベント関係/EVENT_ADDICT.ERB:215 | original-game/ERB/イベント関係/EVENT_ADDICT.ERB:227
TALENT:80	TALENT	people|body|missingMapping	2	57	56	1	13	TALENT:80, TALENT:COUNT:80	original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB:185 | original-game/ERB/システム関係/SEIIN.ERB:66 | original-game/ERB/娼館関係/WORK_RECEPTION.ERB:314
TALENTNAME:62	TALENTNAME	catalog	1	57	57	0	10	TALENTNAME:62	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:865 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:865 | original-game/ERB/指導関係/COMF122.ERB:170
TALENT:116	TALENT	people|body|missingMapping	8	56	49	7	18	TALENT:(LOCAL:4):116, TALENT:116, TALENT:ASSI:116, TALENT:C:116, TALENT:COUNT:116, TALENT:D:116, TALENT:RESULT:116, TALENT:T:116	original-game/ERB/システム関係/面接/INTERVIEW.ERB:1952 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:325 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:119
TALENT:31	TALENT	people|body|missingMapping	6	56	44	12	16	TALENT:31, TALENT:ASSI:31, TALENT:COUNT:31, TALENT:C_NUM:31, TALENT:RESULT:31, TALENT:T:31	original-game/ERB/イベント関係/ADD_ANGEL.ERB:98 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:1035 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:1099
TALENT:430	TALENT	people|body|missingMapping	6	56	48	8	27	TALENT:430, TALENT:ASSI:430, TALENT:COUNT:430, TALENT:C_NUM:430, TALENT:LOCAL:430, TALENT:RESULT:430	original-game/ERB/イベント関係/ADD_ANGEL.ERB:96 | original-game/ERB/イベント関係/EVENT_SELL_AFTER.ERB:16 | original-game/ERB/イベント関係/EVENT_SELL_AFTER.ERB:24
TFLAG:100	TFLAG	feature-session|interaction|missingMapping	1	56	9	47	10	TFLAG:100	original-game/ERB/システム関係/SHOP_CHARABUY.ERB:19 | original-game/ERB/システム関係/SHOP_CHARABUY.ERB:27 | original-game/ERB/システム関係/SHOP_CHARABUY.ERB:36
EXPNAME:50	EXPNAME	catalog	1	55	55	0	10	EXPNAME:50	original-game/ERB/イベント関係/NTR関係/MOLESTER_DETAIL.ERB:232 | original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB:433 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1326
SAVESTR:2	SAVESTR	feature-session	1	55	21	34	2	SAVESTR:2	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:1129 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:1132 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:1171
TALENT:13	TALENT	people|body|missingMapping	7	55	39	16	16	TALENT:13, TALENT:ARG:13, TALENT:ASSI:13, TALENT:COUNT:13, TALENT:LOCAL:13, TALENT:RESULT:13, TALENT:T:13	original-game/ERB/イベント関係/ADD_ANGEL.ERB:80 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:109 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:165
TALENT:21	TALENT	people|body|missingMapping	2	55	48	7	13	TALENT:21, TALENT:COUNT:21	original-game/ERB/イベント関係/ADD_ANGEL.ERB:191 | original-game/ERB/イベント関係/ADD_ANGEL.ERB:193 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:429
TALENT:57	TALENT	people|body|missingMapping	6	55	52	3	9	TALENT:57, TALENT:ASSI:57, TALENT:COUNT:57, TALENT:PLAYER:57, TALENT:RESULT:57, TALENT:T:57	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:14 | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:29 | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:285
TALENTNAME:61	TALENTNAME	catalog	1	55	55	0	10	TALENTNAME:61	original-game/ERB/指導関係/COMF122.ERB:166 | original-game/ERB/指導関係/COMF123.ERB:95 | original-game/ERB/指導関係/COMF123.ERB:179
TFLAG:13	TFLAG	feature-session|interaction|missingMapping	1	55	0	55	10	TFLAG:13	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:70 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:249 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:521
CSTR:47	CSTR	text|people|body|missingMapping	3	54	7	47	7	CSTR:47, CSTR:COUNT:47, CSTR:LOCAL:47	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:1029 | original-game/ERB/システム関係/SHOP_MAIN.ERB:842 | original-game/ERB/システム関係/初体験/FIRSTKISS_DETAIL.ERB:172
MAXBASE:2	MAXBASE	body|people	5	54	48	6	18	MAXBASE:2, MAXBASE:ASSI:2, MAXBASE:MASTER:2, MAXBASE:PLAYER:2, MAXBASE:TARGET:2	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:704 | original-game/ERB/指導関係/TRAIN_MAIN.ERB:94 | original-game/ERB/指導関係/TRAIN_MAIN.ERB:95
ABL:70	ABL	people	3	53	51	2	12	ABL:70, ABL:COUNT:70, ABL:LOCAL:70	original-game/ERB/システム関係/ビデオ周り/SELL_VIDEO.ERB:1152 | original-game/ERB/システム関係/ビデオ周り/SELL_VIDEO.ERB:1154 | original-game/ERB/システム関係/ビデオ周り/SELL_VIDEO.ERB:1156
CSTR:81	CSTR	text|people|body|missingMapping	5	53	37	16	10	CSTR:81, CSTR:COUNT:81, CSTR:C_NUM:81, CSTR:LOCAL:81, CSTR:MASTER:81	original-game/ERB/イベント関係/EVENT_SELL_AFTER.ERB:35 | original-game/ERB/イベント関係/EVENT_SELL_AFTER.ERB:56 | original-game/ERB/イベント関係/EVENT_SELL_AFTER.ERB:58
TALENT:123	TALENT	people|body|missingMapping	2	53	49	4	16	TALENT:123, TALENT:COUNT:123	original-game/ERB/イベント関係/EVENT_ADDICT.ERB:49 | original-game/ERB/イベント関係/EVENT_ADDICT.ERB:54 | original-game/ERB/イベント関係/EVENT_ADDICT.ERB:197
TALENT:224	TALENT	people|body|missingMapping	3	53	53	0	13	TALENT:224, TALENT:ARG:224, TALENT:COUNT:224	original-game/ERB/システム関係/INFO.ERB:1209 | original-game/ERB/システム関係/INFO.ERB:1211 | original-game/ERB/システム関係/INFO.ERB:1213
TALENT:27	TALENT	people|body|missingMapping	7	53	43	10	14	TALENT:27, TALENT:ASSI:27, TALENT:COUNT:27, TALENT:C_NUM:27, TALENT:LOCAL:27, TALENT:f_actor:27, TALENT:s_actor:27	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:481 | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:317 | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:318
TALENT:440	TALENT	people|body|missingMapping	4	53	45	8	14	TALENT:440, TALENT:ASSI:440, TALENT:COUNT:440, TALENT:TARGET:440	original-game/ERB/イベント関係/ADD_ANGEL.ERB:97 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:1018 | original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB:412
BASE:1	BASE	body|people	11	52	19	33	20	BASE:(GETCHARA(104)):1, BASE:(LOCAL:4):1, BASE:1, BASE:ASSI:1, BASE:C:1, BASE:COUNT:1, BASE:D:1, BASE:LOCAL:1	original-game/ERB/ミッション関係/キャラ/MISSION_17_KURSTINA.ERB:189 | original-game/ERB/ミッション関係/キャラ/MISSION_17_KURSTINA.ERB:202 | original-game/ERB/ミッション関係/キャラ/MISSION_17_KURSTINA.ERB:221
CFLAG:36	CFLAG	people|body|feature-state|world|missingMapping	1	52	50	2	1	CFLAG:36	original-game/ERB/システム関係/SYSTEM_IWS.ERB:94 | original-game/ERB/システム関係/SYSTEM_IWS.ERB:97 | original-game/ERB/システム関係/SYSTEM_IWS.ERB:113
CFLAG:53	CFLAG	people|body|feature-state|world|missingMapping	4	51	35	16	4	CFLAG:53, CFLAG:ASSI:53, CFLAG:COUNT:53, CFLAG:X:53	original-game/ERB/娼館関係/WORK_RESULT.ERB:137 | original-game/ERB/娼館関係/WORK_S_KBPLAY.ERB:281 | original-game/ERB/娼館関係/WORK_S_KBPLAY.ERB:572
CSTR:20	CSTR	text|people|body|missingMapping	1	51	33	18	5	CSTR:20	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:1129 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:1141 | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB:215
STAIN:5	STAIN	body	3	51	21	30	12	STAIN:5, STAIN:ASSI:5, STAIN:PLAYER:5	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:915 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:963 | original-game/ERB/指導関係/COMF0.ERB:131
TALENT:504	TALENT	people|body|missingMapping	7	51	51	0	24	TALENT:504, TALENT:COUNT:504, TALENT:C_NUM:504, TALENT:LOCAL:504, TALENT:RESULT:504, TALENT:T:504, TALENT:TARGET:504	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:32 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:325 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:942
TALENT:9	TALENT	people|body|missingMapping	7	51	44	7	20	TALENT:9, TALENT:ASSI:9, TALENT:C:9, TALENT:COUNT:9, TALENT:LOCAL:9, TALENT:RESULT:9, TALENT:T:9	original-game/ERB/イベント関係/ADD_CATASTROPH.ERB:11 | original-game/ERB/イベント関係/EVENT_ADDICT.ERB:58 | original-game/ERB/イベント関係/EVENT_ADDICT.ERB:63
CFLAG:54	CFLAG	people|body|feature-state|world|missingMapping	4	50	38	12	9	CFLAG:54, CFLAG:ASSI:54, CFLAG:COUNT:54, CFLAG:TARGET:54	original-game/ERB/イベント関係/EVENT_WORK_MESSAGE_SP.ERB:91 | original-game/ERB/イベント関係/EVENT_WORK_MESSAGE_SP.ERB:122 | original-game/ERB/イベント関係/EVENT_WORK_MESSAGE_SP.ERB:126
CFLAG:611	CFLAG	people|body|feature-state|world|missingMapping	8	50	27	23	15	CFLAG:(GETCHARA(104)):611, CFLAG:(LOCAL:1):611, CFLAG:611, CFLAG:ASSI:611, CFLAG:COUNT:611, CFLAG:LOCAL:611, CFLAG:PLAYER:611, CFLAG:T:611	original-game/ERB/ミッション関係/キャラ/MISSION_17_KURSTINA.ERB:212 | original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB:138 | original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB:140
CSTR:48	CSTR	text|people|body|missingMapping	3	50	3	47	3	CSTR:48, CSTR:COUNT:48, CSTR:LOCAL:48	original-game/ERB/システム関係/SHOP_MAIN.ERB:842 | original-game/ERB/イベント関係/BLACKGIRL.ERB:357 | original-game/ERB/イベント関係/BLACKGIRL.ERB:370
CSTR:9	CSTR	text|people|body|missingMapping	4	50	41	9	9	CSTR:9, CSTR:COUNT:9, CSTR:C_NUM:9, CSTR:LOCAL:9	original-game/ERB/イベント関係/EVENT_SELL_AFTER.ERB:17 | original-game/ERB/イベント関係/EVENT_SELL_AFTER.ERB:18 | original-game/ERB/イベント関係/EVENT_SELL_AFTER.ERB:26
TALENT:15	TALENT	people|body|missingMapping	5	50	42	8	17	TALENT:15, TALENT:ARG:15, TALENT:COUNT:15, TALENT:LOCAL:15, TALENT:RESULT:15	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:703 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:857 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:997
TALENT:151	TALENT	people|body|missingMapping	4	50	45	5	7	TALENT:151, TALENT:ASSI:151, TALENT:COUNT:151, TALENT:LOCAL:151	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:100 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:102 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:192
TALENT:511	TALENT	people|body|missingMapping	8	50	47	3	27	TALENT:511, TALENT:ASSI:511, TALENT:COUNT:511, TALENT:C_NUM:511, TALENT:LOCAL:511, TALENT:RESULT:511, TALENT:T:511, TALENT:TARGET:511	original-game/ERB/イベント関係/ADD_ANGEL.ERB:95 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:32 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:325
TFLAG:30	TFLAG	feature-session|interaction|missingMapping	1	50	1	49	10	TFLAG:30	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1884 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1889 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1892
UP:11	UP	feature-session	1	49	40	9	3	UP:11	original-game/ERB/システム関係/PASSOUT.ERB:460 | original-game/ERB/システム関係/PASSOUT.ERB:467 | original-game/ERB/システム関係/PASSOUT.ERB:478
