path	area	encoding	lineCount	labelCount	callCount	inputCount	stateReadCount	stateWriteCount	coreStateReadCount	coreStateWriteCount	labels	topWrittenFamilies	topReadFamilies	topCoreWrittenFamilies	topCoreReadFamilies
original-game/ERB/イベント関係/職業素質系/IDOL_PRODUCE.ERB	イベント関係	utf-8-sig	223	3	6	4	178	66	85	48	IDOL_PRODUCE_CALC@4, IDOL_PRODUCE@42, IDOL_PRODUCE_ADD@152	TALENT:36, RESULT:8, COUNT:4, A:2, B:2, FLAG:2, MAXBASE:2, BASE:2, MONEY:2, LOCAL:2	COUNT:51, TALENT:38, LOCAL:20, CALLNAME:10, CHARANUM:8, RESULT:8, B:7, NO:5, MASTER:4, RESULTS:4	TALENT:36, FLAG:2, MAXBASE:2, BASE:2, MONEY:2, CFLAG:2, CSTR:1, NO:1	TALENT:38, CALLNAME:10, CHARANUM:8, NO:5, MASTER:4, RELATION:4, MONEY:3, CSTR:3, NAME:2, FLAG:2
original-game/ERB/イベント関係/職業素質系/JOB_EXEC.ERB	イベント関係	utf-8-sig	70	4	1	0	50	12	21	8	JOB_EXEC@4, JOB_EXEC_203@31, JOB_EXEC_402@52, JOB_EXEC_421@62	EXP:5, LOCAL:4, JUEL:3	LOCAL:15, ARG:14, TALENT:6, EXP:5, NAME:3, JUEL:3, CHARANUM:1, MASTER:1, BASE:1, CALLNAME:1	EXP:5, JUEL:3	TALENT:6, EXP:5, NAME:3, JUEL:3, CHARANUM:1, MASTER:1, BASE:1, CALLNAME:1
original-game/ERB/イベント関係/職業素質系/MODEL_EVENT.ERB	イベント関係	utf-8-sig	90	2	1	0	41	18	28	8	MODEL_EVENT_CALL@4, MODEL_EVENT0@20	LOCAL:9, BASE:3, TALENT:2, EXP:2, COUNT:1, TARGET:1	LOCAL:10, DAY:8, ABL:4, BASE:4, COUNT:3, TALENT:3, TARGET:2, EXP:2, MAXBASE:2, CHARANUM:1	BASE:3, TALENT:2, EXP:2, TARGET:1	DAY:8, ABL:4, BASE:4, TALENT:3, TARGET:2, EXP:2, MAXBASE:2, CHARANUM:1, CALLNAME:1, EXPNAME:1
original-game/ERB/イベント関係/職業素質系/SCOUT.ERB	イベント関係	utf-8-sig	196	4	6	3	116	32	56	25	EVENT_SCOUT@5, SCOUT_IDOL@38, SCOUT_C_CLUB@91, SCOUT_MODEL@146	TALENT:13, RESULT:6, MAXBASE:3, BASE:3, CFLAG:3, EXP:2, COUNT:1, NO:1	COUNT:54, CALLNAME:21, TALENT:14, BASE:6, RESULT:6, NAME:4, MAXBASE:3, CFLAG:3, EXP:2, CHARANUM:1	TALENT:13, MAXBASE:3, BASE:3, CFLAG:3, EXP:2, NO:1	CALLNAME:21, TALENT:14, BASE:6, NAME:4, MAXBASE:3, CFLAG:3, EXP:2, CHARANUM:1, MASTER:1, NO:1
original-game/ERB/イベント関係/誕生日関係/SHOP_BIRTHDAY.ERB	イベント関係	utf-8-sig	309	2	4	3	224	96	138	53	EVENT_BIRTHDAY@4, BIRTHDAY_PRESENT@51	LOCAL:34, CFLAG:13, TALENT:12, RESULT:9, EXP:7, NO:6, MAXBASE:4, CSTR:4, MONEY:3, ABL:2	LOCAL:77, TALENT:22, CALLNAME:21, TARGET:20, CFLAG:17, MAXBASE:11, RESULT:9, ABL:8, BASE:8, MASTER:8	CFLAG:13, TALENT:12, EXP:7, NO:6, MAXBASE:4, CSTR:4, MONEY:3, ABL:2, BASE:2	TALENT:22, CALLNAME:21, TARGET:20, CFLAG:17, MAXBASE:11, ABL:8, BASE:8, MASTER:8, EXP:7, NO:6
original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB	クリアボーナス関係	utf-8-sig	705	3	83	18	358	247	126	78	CLEARBONUS@4, CHARACLEAR_CALC@587, ACTRESS_CB_LIST@602	LOCAL:96, RESULT:68, CFLAG:22, GLOBAL:14, TALENT:13, FLAG:10, TARGET:8, ITEM:6, COUNT:3, MONEY:2	LOCAL:139, RESULT:74, MASTER:34, CFLAG:22, GLOBAL:18, TALENT:13, FLAG:12, TARGET:11, COUNT:10, ITEM:8	CFLAG:22, GLOBAL:14, TALENT:13, FLAG:10, TARGET:8, ITEM:6, MONEY:2, ABL:2, EXP:1	MASTER:34, CFLAG:22, GLOBAL:18, TALENT:13, FLAG:12, TARGET:11, ITEM:8, MONEY:2, ABL:2, NO:2
original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB	クリアボーナス関係	utf-8-sig	611	3	18	8	864	306	415	226	CLEARBONUS_BOYFRIEND@4, CLEARBONUS_BOYFRIEND_ADDEXP@25, SETTING_UNDERHAIR@585	CFLAG:115, TALENT:37, TCVAR:28, ABL:28, LOCAL:22, CSTR:22, RESULT:17, EXP:10, COUNT:9, NO:8	LOCAL:360, CFLAG:152, ABL:56, TCVAR:50, CSTR:42, TALENT:38, DAY:28, EXP:28, BASE:21, RESULT:20	CFLAG:115, TALENT:37, ABL:28, CSTR:22, EXP:10, NO:8, BASE:4, FLAG:1, TARGET:1	CFLAG:152, ABL:56, CSTR:42, TALENT:38, DAY:28, EXP:28, BASE:21, NO:10, TARGET:9, CALLNAME:9
original-game/ERB/クリアボーナス関係/CLEARBONUS_CALL.ERB	クリアボーナス関係	utf-8-sig	45	2	7	1	16	14	14	12	CLEARBONUS_CALL@4, CLEARBONUS_CALL_MIHIRO@24	FLAG:3, TALENT:3, RESULT:2, MAXBASE:2, BASE:2, NO:1, PBAND:1	FLAG:3, TALENT:3, TARGET:2, RESULT:2, MAXBASE:2, BASE:2, NO:1, PBAND:1	FLAG:3, TALENT:3, MAXBASE:2, BASE:2, NO:1, PBAND:1	FLAG:3, TALENT:3, TARGET:2, MAXBASE:2, BASE:2, NO:1, PBAND:1
original-game/ERB/クリアボーナス関係/CLEARBONUS_CHARA.ERB	クリアボーナス関係	utf-8-sig	206	7	10	6	93	81	77	66	CLEARBONUS_CALL_CHARA@4, CLEARBONUS_CHARA_2@13, CLEARBONUS_CHARA_80@42, CLEARBONUS_CHARA_230@67, CLEARBONUS_CHARA_85@128, CLEARBONUS_CHARA_EXTEND@165, CLEARBONUS_CHARA_EXTEND_DETAIL@202	TALENT:26, RESULT:12, BASE:11, ABL:10, MAXBASE:8, CFLAG:5, PBAND:2, LOCAL:2, EXP:2, MARK:1	TALENT:26, RESULT:12, BASE:12, MAXBASE:10, ABL:10, CFLAG:5, TARGET:3, LOCAL:3, GLOBAL:2, PBAND:2	TALENT:26, BASE:11, ABL:10, MAXBASE:8, CFLAG:5, PBAND:2, EXP:2, MARK:1, GLOBAL:1	TALENT:26, BASE:12, MAXBASE:10, ABL:10, CFLAG:5, TARGET:3, GLOBAL:2, PBAND:2, EXP:2, CALLNAME:2
original-game/ERB/クリアボーナス関係/CLEARBONUS_FUTANARI.ERB	クリアボーナス関係	utf-8-sig	108	2	6	4	60	32	26	20	CLEARBONUS_FUTANARI@4, CLEARBONUS_FUTANARI_ADDEXP@23	CFLAG:14, RESULT:11, TALENT:3, BASE:3, LOCAL:1	LOCAL:23, CFLAG:14, RESULT:11, BASE:4, TALENT:3, TALENTNAME:2, TARGET:1, NAME:1, CALLNAME:1	CFLAG:14, TALENT:3, BASE:3	CFLAG:14, BASE:4, TALENT:3, TALENTNAME:2, TARGET:1, NAME:1, CALLNAME:1
original-game/ERB/クリアボーナス関係/CLEARBONUS_HENTAI.ERB	クリアボーナス関係	utf-8-sig	32	2	2	1	15	7	8	4	CLEARBONUS_HENTAI@4, CLEARBONUS_HENTAI_ADDEXP@23	TALENT:4, RESULT:2, LOCAL:1	LOCAL:5, TALENT:4, RESULT:2, TALENTNAME:2, TARGET:1, CALLNAME:1	TALENT:4	TALENT:4, TALENTNAME:2, TARGET:1, CALLNAME:1
original-game/ERB/システム関係/ACTRESS_INFO.ERB	システム関係	utf-8-sig	2561	1	0	0	590	105	5	2	ACTRESS_PROF@4	X:102, PBAND:2, Y:1	C:114, X:103, RESULT:103, B:87, A:62, D:55, S:29, E:23, F:4, GLOBAL:3	PBAND:2	GLOBAL:3, PBAND:2
original-game/ERB/システム関係/ACTRESS_LIST.ERB	システム関係	utf-8-sig	87	1	2	1	30	10	3	0	ACTRESS_LIST@8	LOCAL:5, RESULT:3, X:2	LOCAL:17, RESULT:8, X:2, GLOBAL:2, MASTER:1		GLOBAL:2, MASTER:1
original-game/ERB/システム関係/AUTOSAVE.ERB	システム関係	utf-8-sig	37	1	0	0	30	13	16	3	SYSTEM_AUTOSAVE@1	RESULTS:8, LOCAL:2, TIME:1, TARGET:1, ASSI:1	RESULTS:11, FLAG:5, TARGET:3, SAVEDATA:3, LOCAL:3, DAY:2, TIME:1, ASSI:1, NAME:1	TIME:1, TARGET:1, ASSI:1	FLAG:5, TARGET:3, SAVEDATA:3, DAY:2, TIME:1, ASSI:1, NAME:1
original-game/ERB/システム関係/CALC_BEAUTY.ERB	システム関係	utf-8-sig	85	3	0	0	64	48	41	34	CALC_BEAUTY@4, CALC_B_TRAINEND@34, CALC_B_NEXTMONTH@67	BASE:16, X:13, TALENT:12, TFLAG:5, CFLAG:1, COUNT:1	BASE:19, X:15, TALENT:12, COUNT:8, TFLAG:5, MAXBASE:2, CFLAG:1, CHARANUM:1, ABL:1	BASE:16, TALENT:12, TFLAG:5, CFLAG:1	BASE:19, TALENT:12, TFLAG:5, MAXBASE:2, CFLAG:1, CHARANUM:1, ABL:1
original-game/ERB/システム関係/CALC_EXABL.ERB	システム関係	utf-8-sig	312	5	0	0	972	186	521	178	ADD_EXABL@4, EXABL_B@153, EXABL_P@194, EXABL_S@235, EXABL_O@276	ABL:120, EXP:54, COUNT:8, CFLAG:4	COUNT:451, ABL:160, EXP:134, TALENT:105, ABLNAME:70, NAME:40, CHARANUM:8, CFLAG:4	ABL:120, EXP:54, CFLAG:4	ABL:160, EXP:134, TALENT:105, ABLNAME:70, NAME:40, CHARANUM:8, CFLAG:4
original-game/ERB/システム関係/CHEAT.ERB	システム関係	utf-8-sig	1229	17	35	69	1025	359	805	277	CHEAT_MAIN@6, CHEAT_MONEY@43, CHEAT_TIME@86, CHEAT_ITEM@129, CHEAT_CHARA_SELECT@291, CHEAT_CHARA_EDIT@318, CHEAT_ABL@359, CHEAT_EXP@441, CHEAT_TALENT@511, CHEAT_JUEL@565, CHEAT_BASE@653, CHEAT_RELATION@741, CHEAT_ONECLICK@787, CHEAT_UNLOCK@857, CHEAT_TRAIN@885, CHEAT_TRAIN_ABL@1026, CHEAT_TRAIN_TALENT@1140	RESULT:81, ABL:51, ITEM:47, TALENT:40, PALAM:37, JUEL:32, EXP:16, BASE:14, EX:8, MONEY:6	TARGET:343, RESULT:149, TALENT:94, ABL:83, ITEM:59, JUEL:43, PALAM:41, O:30, X:30, EXP:26	ABL:51, ITEM:47, TALENT:40, PALAM:37, JUEL:32, EXP:16, BASE:14, EX:8, MONEY:6, MAXBASE:6	TARGET:343, TALENT:94, ABL:83, ITEM:59, JUEL:43, PALAM:41, EXP:26, MAXBASE:25, BASE:18, MONEY:14
original-game/ERB/システム関係/DELCHARA.erb	システム関係	utf-8-sig	37	1	0	0	34	16	21	14	キャラ削除,@1	FLAG:7, CFLAG:3, N:2, ASSI:2, TARGET:1, NO:1	FLAG:9, ARG:8, ASSI:4, N:3, CFLAG:3, NO:2, COUNT:2, MASTER:1, TARGET:1, CHARANUM:1	FLAG:7, CFLAG:3, ASSI:2, TARGET:1, NO:1	FLAG:9, ASSI:4, CFLAG:3, NO:2, MASTER:1, TARGET:1, CHARANUM:1
original-game/ERB/システム関係/GENITAL_SLANG.ERB	システム関係	utf-8-sig	337	6	17	9	187	139	111	69	GENITAL_SLANG@4, DECIDE_GENITAL_SLANG@39, GENERATE_CALLPENIS@209, GENERATE_CALLVAGINA@253, GENERATE_CALLANAL@289, DEFOLT_GENITALCALL@313	CSTR:62, LOCAL:43, RESULT:21, RESULTS:6, TALENT:3, EXP:2, FLAG:1, CFLAG:1	CSTR:91, LOCAL:43, RESULT:21, RESULTS:12, TARGET:8, TALENT:4, CALLNAME:3, EXP:2, FLAG:1, NAME:1	CSTR:62, TALENT:3, EXP:2, FLAG:1, CFLAG:1	CSTR:91, TARGET:8, TALENT:4, CALLNAME:3, EXP:2, FLAG:1, NAME:1, CFLAG:1
original-game/ERB/システム関係/GENITALFORM.ERB	システム関係	utf-8-sig	157	5	4	3	99	54	50	42	VAGINAFORM@4, VAGINAFORM_CHANGE@15, PENISFORM@35, DECIDE_PENISSIZE@61, DECIDE_PENISSELECT@74	CFLAG:29, RESULT:9, BASE:6, TALENT:5, V:3, FLAG:2	CFLAG:29, T:28, RESULT:9, BASE:7, V:6, TALENT:6, COUNT:6, FLAG:2, EXP:2, CHARANUM:1	CFLAG:29, BASE:6, TALENT:5, FLAG:2	CFLAG:29, BASE:7, TALENT:6, FLAG:2, EXP:2, CHARANUM:1, NAME:1, CALLNAME:1, TALENTNAME:1
original-game/ERB/システム関係/INFO.ERB	システム関係	utf-8-sig	1381	18	22	0	981	389	686	201	SHOW_INFO,@5, SHOW_TALENT@58, SHOW_INFO_ABL@482, SHOW_INFO_MARK@554, SHOW_INFO_EXP@572, LIFE_BAR@589, VITAL_BAR@618, BEAUTY_BAR@639, MP_BAR@657, NTR_BAR@676, SHOW_APPEARACE@694, STAIN_INFO@851, SHOW_EQUIP_2@975, SHOW_EQUIP_1@1015, SAVEINFO@1105, SHOW_INFO_SLUNG@1141, SHOW_INFO_LESSON@1155, PRINT_ACTRESS_RELATION@1354	TALENT:96, COUNT:89, S:62, ABL:43, EXP:41, U:14, CFLAG:11, LOCAL:10, FLAG:7, X:6	TALENT:204, COUNT:124, EXP:122, ABL:93, S:72, TEQUIP:63, CFLAG:56, LOCAL:26, U:23, MAXBASE:21	TALENT:96, ABL:43, EXP:41, CFLAG:11, FLAG:7, TIME:1, TARGET:1, ASSI:1	TALENT:204, EXP:122, ABL:93, TEQUIP:63, CFLAG:56, MAXBASE:21, STAIN:18, BASE:16, FLAG:14, MASTER:14
original-game/ERB/システム関係/INFORMATION_MASTER.ERB	システム関係	utf-8-sig	56	1	1	0	41	16	13	5	PRINT_INFORMATION@5	CFLAG:3, A:2, B:2, C:2, D:2, E:2, COUNT:1, TALENT:1, FLAG:1	COUNT:9, A:4, B:4, C:4, D:4, E:3, CFLAG:3, EXP:3, TALENT:2, CHARANUM:1	CFLAG:3, TALENT:1, FLAG:1	CFLAG:3, EXP:3, TALENT:2, CHARANUM:1, FLAG:1, MONEY:1, CALLNAME:1, MASTER:1
original-game/ERB/システム関係/LABELNAME.ERB	システム関係	utf-8-sig	64	2	3	1	43	21	26	10	LABELNAME@4, PRODUCER_DEBUT@35	CSTR:9, LOCAL:8, RESULT:2, EXP:1, RESULTS:1	MASTER:13, CSTR:11, LOCAL:8, RESULTS:4, S:2, RESULT:2, EXP:1, CALLNAME:1, P:1	CSTR:9, EXP:1	MASTER:13, CSTR:11, EXP:1, CALLNAME:1
original-game/ERB/システム関係/LIFELIST_NEW.ERB	システム関係	utf-8-sig	195	1	5	1	86	21	71	15	LIFE_LIST_NEW@17	CFLAG:14, LOCAL:3, RESULT:3, TARGET:1	CFLAG:28, BASE:10, LOCAL:9, MAXBASE:9, TALENT:9, RESULT:5, CHARANUM:4, FLAG:3, DAY:3, NAME:2	CFLAG:14, TARGET:1	CFLAG:28, BASE:10, MAXBASE:9, TALENT:9, CHARANUM:4, FLAG:3, DAY:3, NAME:2, MASTER:1, TARGET:1
original-game/ERB/システム関係/LYCEE.ERB	システム関係	utf-8-sig	690	8	15	5	531	148	248	64	LYCEE_MAIN@5, LYCEE_IN@71, LYCEE_OUT@135, LYCEE_LABO_USE@200, LIFE_LIST_LYCEE_IN@285, LIFE_LIST_LYCEE_OUT@352, LYCEE_LABO@434, LYCEE_EVENT_WEEKEND@512	CFLAG:45, LOCAL:35, RESULT:25, COUNT:20, MONEY:7, A:4, EXP:4, TARGET:3, JUEL:2, BASE:1	LOCAL:133, COUNT:108, CFLAG:67, FLAG:43, RESULT:34, CHARANUM:19, NAME:19, BASE:16, CALLNAME:14, MAXBASE:10	CFLAG:45, MONEY:7, EXP:4, TARGET:3, JUEL:2, BASE:1, CSTR:1, TALENT:1	CFLAG:67, FLAG:43, CHARANUM:19, NAME:19, BASE:16, CALLNAME:14, MAXBASE:10, TARGET:9, MONEY:8, TALENT:7
original-game/ERB/システム関係/ORIGINAL.ERB	システム関係	utf-8-sig	227	2	15	0	217	65	100	22	PRINT_BODYPIERCE@4, WORK_EXP2@73	N:14, COUNT:12, CFLAG:11, I:8, TALENT:6, J:4, EXP:3, A:1, B:1, FLAG:1	COUNT:38, CFLAG:35, EXP:24, I:22, J:17, N:14, MASTER:9, T:9, TALENT:8, U:7	CFLAG:11, TALENT:6, EXP:3, FLAG:1, JUEL:1	CFLAG:35, EXP:24, MASTER:9, TALENT:8, FLAG:6, JUEL:5, CALLNAME:4, TARGET:4, ABL:2, TALENTNAME:1
original-game/ERB/システム関係/OTHER_CALC.ERB	システム関係	utf-8-sig	204	5	1	0	240	152	141	137	CIGARETTES@7, KILL_TARGET_4COUNT@55, OVULATION_CALC@89, CIGARETTES_4COUNT@127, AV_CALC@175	CFLAG:70, CSTR:42, DAY:12, TALENT:8, NO:3, A:2, B:2, C:2, D:2, E:2	COUNT:84, CFLAG:71, CSTR:42, DAY:12, TALENT:9, G:3, NO:3, CHARANUM:2, A:2, B:2	CFLAG:70, CSTR:42, DAY:12, TALENT:8, NO:3, FLAG:2	CFLAG:71, CSTR:42, DAY:12, TALENT:9, NO:3, CHARANUM:2, FLAG:2
original-game/ERB/システム関係/PASSOUT.ERB	システム関係	utf-8-sig	600	6	1	0	615	330	503	277	PASSOUT_CHECK@12, PASSOUT_TEXT@89, PASSOUT_MESSAGE@283, PASSOUT_PALAM_CHECK@455, PASSOUT_PALAM_UP@485, PASSOUT_OUTDOOR@589	TFLAG:105, SELECTCOM:84, TEQUIP:41, UP:21, A:9, CFLAG:9, B:7, C:7, D:7, E:7	TFLAG:268, SELECTCOM:84, TEQUIP:63, UP:37, Z:16, A:15, B:11, C:11, D:11, E:11	TFLAG:105, SELECTCOM:84, TEQUIP:41, UP:21, CFLAG:9, TALENT:5, ABL:4, BASE:4, EXP:3, FLAG:1	TFLAG:268, SELECTCOM:84, TEQUIP:63, UP:37, CFLAG:10, ABL:7, TALENT:6, BASE:6, MASTER:6, NOWEX:4
original-game/ERB/システム関係/PLEASE.ERB	システム関係	utf-8-sig	343	2	38	3	304	176	237	132	PLEASE_MAIN@4, LIFE_LIST_PLEASE@331	CFLAG:69, TALENT:41, RESULT:31, FLAG:14, TARGET:4, A:2, C:2, R:2, JUEL:2, RESULTS:2	CFLAG:76, TALENT:41, TARGET:37, RESULT:36, CALLNAME:29, FLAG:14, ABL:10, T:9, MASTER:8, JUEL:6	CFLAG:69, TALENT:41, FLAG:14, TARGET:4, JUEL:2, NICKNAME:1, CSTR:1	CFLAG:76, TALENT:41, TARGET:37, CALLNAME:29, FLAG:14, ABL:10, MASTER:8, JUEL:6, CHARANUM:4, BASE:3
original-game/ERB/システム関係/PRINT_OTHERS.ERB	システム関係	utf-8-sig	79	1	1	0	32	13	15	7	PRINT_OTHERS@4	FLAG:5, COUNT:3, LOCAL:2, CFLAG:2, RESULT:1	COUNT:9, LOCAL:7, FLAG:6, CHARANUM:3, CFLAG:2, RESULT:1, PBAND:1, EXP:1, MASTER:1, CALLNAME:1	FLAG:5, CFLAG:2	FLAG:6, CHARANUM:3, CFLAG:2, PBAND:1, EXP:1, MASTER:1, CALLNAME:1
original-game/ERB/システム関係/PROF.ERB	システム関係	utf-8-sig	128	1	2	0	64	32	62	30	SHOW_PROF@6	TALENT:15, CFLAG:14, RESULT:2, EXP:1	EXP:20, CFLAG:18, TALENT:16, NICKNAME:3, TARGET:3, RESULT:2, ABL:1, CSTR:1	TALENT:15, CFLAG:14, EXP:1	EXP:20, CFLAG:18, TALENT:16, NICKNAME:3, TARGET:3, ABL:1, CSTR:1
original-game/ERB/システム関係/SEIIN.ERB	システム関係	utf-8-sig	167	4	3	0	75	50	57	35	SEIIN_START@4, SEIIN_CHECK@23, SEIIN_ORGASM@78, SEIIN_COMPULSION_ORGASM@122	P:15, TALENT:14, SOURCE:5, ABL:4, CFLAG:4, TFLAG:3, EXP:3, FLAG:1, EX:1	P:18, TALENT:15, SOURCE:13, TFLAG:7, CFLAG:6, ABL:5, EXP:3, CALLNAME:3, TARGET:3, FLAG:1	TALENT:14, SOURCE:5, ABL:4, CFLAG:4, TFLAG:3, EXP:3, FLAG:1, EX:1	TALENT:15, SOURCE:13, TFLAG:7, CFLAG:6, ABL:5, EXP:3, CALLNAME:3, TARGET:3, FLAG:1, EX:1
original-game/ERB/システム関係/SELL_CHARA.ERB	システム関係	utf-8-sig	370	5	13	2	370	72	180	29	CHECK_SELLASSIABLE@4, CHARA_SALE@42, KILL_TARGET@147, LONG_GOOD_BYE@181, SALE_CHARA@266	U:20, A:11, TALENT:9, CFLAG:7, S:5, TARGET:4, RESULT:3, TIME:2, COUNT:2, T:2	A:67, COUNT:61, ABL:51, CFLAG:28, TALENT:27, U:22, ABLNAME:22, S:12, TARGET:11, RESULT:10	TALENT:9, CFLAG:7, TARGET:4, TIME:2, FLAG:2, ISASSI:1, EXP:1, NO:1, TFLAG:1, MONEY:1	ABL:51, CFLAG:28, TALENT:27, ABLNAME:22, TARGET:11, CALLNAME:5, CHARANUM:4, NAME:4, TALENTNAME:4, EXP:3
original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB	システム関係	utf-8-sig	810	1	0	0	609	430	277	141	ESTIMATE_CHARA@111	A:167, ABL:128, T:68, S:40, TALENT:9, E:4, I:3, COUNT:3, EXP:3, O:2	ABL:192, A:188, TALENT:77, T:70, S:40, COUNT:15, I:6, E:5, M:5, EXP:4	ABL:128, TALENT:9, EXP:3, CFLAG:1	ABL:192, TALENT:77, EXP:4, CFLAG:1, CHARANUM:1, ISASSI:1, TARGET:1
original-game/ERB/システム関係/SELL_MILK.ERB	システム関係	utf-8-sig	42	1	0	0	43	7	25	1	SELL_MILK@4	O:5, A:1, MONEY:1	O:14, ASSI:5, A:4, EXP:3, EXPLV:3, TALENT:3, CALLNAME:3, TARGET:3, ABL:2, TFLAG:1	MONEY:1	ASSI:5, EXP:3, EXPLV:3, TALENT:3, CALLNAME:3, TARGET:3, ABL:2, TFLAG:1, NAME:1, MONEY:1
original-game/ERB/システム関係/SHOP.ERH	システム関係	utf-8-sig	6	0	0	0	1	0	1	0			CHARASALES:1		CHARASALES:1
original-game/ERB/システム関係/SHOP_ACTRESS_INFO.ERB	システム関係	utf-8-sig	148	3	14	0	47	5	34	3	ACTRESS_INFO@4, PRINT_ACTRESS_INFO@39, PRINT_ACTRESS_STR@94	RESULT:2, TALENT:2, TARGET:1	CFLAG:14, RESULT:13, CSTR:6, MASTER:3, TARGET:3, TALENT:2, EXP:2, CHARANUM:1, CALLNAME:1, NAME:1	TALENT:2, TARGET:1	CFLAG:14, CSTR:6, MASTER:3, TARGET:3, TALENT:2, EXP:2, CHARANUM:1, CALLNAME:1, NAME:1, NICKNAME:1
original-game/ERB/システム関係/SHOP_CHARABUY.ERB	システム関係	utf-8-sig	227	4	15	1	82	32	33	12	CHARA_BUY_NEW@13, CHARA_BUY_SHOW_NEW@123, CHARA_LIST_NEW@158, PRINT_SHOPCHARALIST@185	TFLAG:5, RESULT:4, F:4, LOCALS:3, X:2, CHARASALES:2, LOCAL:2, A:1, B:1, C:1	TFLAG:11, RESULT:8, FLAG:8, F:6, LOCALS:6, D:5, COUNT:4, LOCAL:4, X:3, CHARASALES:3	TFLAG:5, CHARASALES:2, MONEY:1, FLAG:1, TARGET:1, GLOBAL:1, TIME:1	TFLAG:11, FLAG:8, CHARASALES:3, MONEY:3, CHARANUM:2, TARGET:2, NO:1, GLOBAL:1, DAY:1, TIME:1
original-game/ERB/システム関係/SHOP_ITEM.ERB	システム関係	utf-8-sig	591	8	30	3	391	184	282	145	ITEM_SHOP@15, EVENTBUY@51, SALEITEM_CHECK@145, BUY_PLURAL@305, USE_ITEM@383, TECHNIQUE_OF_MASTER@548, TECHNIQUE_OF_MASTER_UP@574, CLEAR_SHOP@583	ITEMSALES:47, BOUGHT:40, FLAG:14, ITEM:10, MONEY:10, M:8, RESULT:7, TALENT:7, F:7, A:6	BOUGHT:65, RESULT:52, ITEMSALES:47, MASTER:22, FLAG:22, MONEY:20, TALENT:19, ITEM:18, COUNT:13, ITEMNAME:12	ITEMSALES:47, BOUGHT:40, FLAG:14, ITEM:10, MONEY:10, TALENT:7, CFLAG:6, BASE:3, ISASSI:2, TIME:1	BOUGHT:65, ITEMSALES:47, MASTER:22, FLAG:22, MONEY:20, TALENT:19, ITEM:18, ITEMNAME:12, ABL:11, NAME:10
original-game/ERB/システム関係/SHOP_MAIN.ERB	システム関係	utf-8-sig	1078	12	102	3	587	215	401	130	EVENTSHOP@13, SHOW_SHOP@24, USERSHOP@191, BEFORE_TRAIN@306, CHANGE_TARGET@326, SELECT_ASSI@384, SHOW_CHALADATA@526, ABILITY_UP@967, PRINT_SPECIAL_MASTERNAME@1055, PRINT_LOSTVIRGIN_MASTERNAME@1061, PRINT_FIRSTKISS_MASTERNAME@1067, HEART_CODE@1073	TALENT:65, RESULT:46, CFLAG:22, TARGET:13, TIME:8, COUNT:8, S:6, U:6, ASSI:5, LOCAL:5	TALENT:118, RESULT:83, TARGET:71, CFLAG:46, COUNT:36, BASE:24, CHARANUM:23, DAY:22, FLAG:22, LOCAL:16	TALENT:65, CFLAG:22, TARGET:13, TIME:8, ASSI:5, DAY:4, FLAG:4, BOUGHT:3, ABL:3, ITEMSALES:1	TALENT:118, TARGET:71, CFLAG:46, BASE:24, CHARANUM:23, DAY:22, FLAG:22, MASTER:11, ABL:11, TIME:8
original-game/ERB/システム関係/SHOP_SLAVE2.ERB	システム関係	utf-8-sig	1276	4	20	1	281	28	37	21	CHARA_BUY_SETTING@4, CHARA_MANUAL,ARG@67, EXCHARA_MANUAL_1@1231, EXCHARA_MANUAL_2@1253	CFLAG:8, RESULT:7, NO:6, FLAG:5, BASE:2	C:68, RESULT:56, B:47, D:34, A:18, FLAG:9, CFLAG:8, E:8, NO:7, TARGET:7	CFLAG:8, NO:6, FLAG:5, BASE:2	FLAG:9, CFLAG:8, NO:7, TARGET:7, BASE:3, TALENT:1, GLOBAL:1, TFLAG:1
original-game/ERB/システム関係/SHOP_SLAVE3.ERB	システム関係	utf-8-sig	13	1	0	0	6	0	3	0	CHARA_PRICE@5		COUNT:3, FLAG:2, ITEMPRICE:1		FLAG:2, ITEMPRICE:1
original-game/ERB/システム関係/SHOP_SLAVE4.ERB	システム関係	utf-8-sig	162	1	0	0	54	27	54	27	CHARA_BUY_EVENT@4	NO:25, DAY:1, TIME:1	NO:25, TARGET:23, MASTER:3, DAY:1, TIME:1, CALLNAME:1	NO:25, DAY:1, TIME:1	NO:25, TARGET:23, MASTER:3, DAY:1, TIME:1, CALLNAME:1
